GEO.id,GEO.id2,GEO.display-label,HD01_VD01,HD02_VD01,HD01_VD02,HD02_VD02,HD01_VD03,HD02_VD03,HD01_VD04,HD02_VD04,HD01_VD05,HD02_VD05,HD01_VD06,HD02_VD06,HD01_VD07,HD02_VD07,HD01_VD08,HD02_VD08,HD01_VD09,HD02_VD09,HD01_VD10,HD02_VD10
1400000US36059517902,36059517902,"Census Tract 5179.02, Nassau County, New York",2988,180,2927,160,10,18,7,11,0,123,0,123,44,63,0,123,0,123,0,123
1400000US36059518000,36059518000,"Census Tract 5180, Nassau County, New York",5437,448,4720,418,283,307,0,123,150,105,0,123,232,182,52,44,0,123,52,44
1400000US36059518100,36059518100,"Census Tract 5181, Nassau County, New York",2590,200,2485,214,0,123,9,15,61,64,0,123,35,33,0,123,0,123,0,123
1400000US36059518201,36059518201,"Census Tract 5182.01, Nassau County, New York",4639,229,4280,251,27,30,0,123,279,73,0,123,13,11,40,34,0,123,40,34
1400000US36059518203,36059518203,"Census Tract 5182.03, Nassau County, New York",4716,399,3877,333,50,37,0,123,540,172,0,123,152,226,97,138,0,123,97,138
1400000US36059518204,36059518204,"Census Tract 5182.04, Nassau County, New York",4359,240,3711,293,83,120,0,123,537,323,0,123,28,32,0,123,0,123,0,123
1400000US36059518300,36059518300,"Census Tract 5183, Nassau County, New York",5823,409,4393,295,0,123,23,36,1174,271,0,123,181,288,52,50,13,20,39,46
1400000US36059518400,36059518400,"Census Tract 5184, Nassau County, New York",4274,252,3504,228,47,56,6,9,672,189,0,123,23,39,22,35,22,35,0,123
1400000US36059518501,36059518501,"Census Tract 5185.01, Nassau County, New York",6352,378,4747,459,146,153,0,123,1459,445,0,123,0,123,0,123,0,123,0,123
1400000US36059518502,36059518502,"Census Tract 5185.02, Nassau County, New York",2958,215,2047,221,65,56,136,126,667,232,0,123,43,49,0,123,0,123,0,123
1400000US36059518600,36059518600,"Census Tract 5186, Nassau County, New York",3930,308,3328,366,0,123,0,123,550,194,0,123,0,123,52,65,12,18,40,63
1400000US36059518700,36059518700,"Census Tract 5187, Nassau County, New York",5473,286,4109,290,10,16,55,66,1224,184,0,123,12,20,63,62,14,21,49,56
1400000US36059518800,36059518800,"Census Tract 5188, Nassau County, New York",3335,237,2733,233,0,123,0,123,540,121,0,123,62,62,0,123,0,123,0,123
1400000US36059518900,36059518900,"Census Tract 5189, Nassau County, New York",7023,699,4278,491,335,136,0,123,1384,321,0,123,641,735,385,299,84,94,301,274
1400000US36059519000,36059519000,"Census Tract 5190, Nassau County, New York",6230,344,4559,530,55,64,131,146,1164,402,0,123,190,152,131,135,92,105,39,35
1400000US36059519100,36059519100,"Census Tract 5191, Nassau County, New York",6278,432,5087,603,76,105,0,123,941,409,0,123,129,141,45,57,13,21,32,53
1400000US36059519200,36059519200,"Census Tract 5192, Nassau County, New York",5968,379,4695,524,118,162,0,123,1047,395,0,123,15,26,93,167,0,123,93,167
1400000US36059519300,36059519300,"Census Tract 5193, Nassau County, New York",5792,672,3231,455,0,123,0,123,1475,561,0,123,943,725,143,237,143,237,0,123
1400000US36059519400,36059519400,"Census Tract 5194, Nassau County, New York",4579,371,3771,491,38,40,0,123,476,172,0,123,254,208,40,31,0,123,40,31
1400000US36059519500,36059519500,"Census Tract 5195, Nassau County, New York",5917,305,4497,360,25,30,0,123,1222,265,0,123,146,153,27,44,27,44,0,123
1400000US36059519601,36059519601,"Census Tract 5196.01, Nassau County, New York",4492,227,3843,297,0,123,0,123,587,236,0,123,12,18,50,57,30,47,20,32
1400000US36059519602,36059519602,"Census Tract 5196.02, Nassau County, New York",2206,147,2046,156,0,123,0,123,139,159,0,123,21,21,0,123,0,123,0,123
1400000US36059519702,36059519702,"Census Tract 5197.02, Nassau County, New York",5183,223,4822,268,0,123,0,123,336,109,0,123,0,123,25,39,0,123,25,39
1400000US36059519703,36059519703,"Census Tract 5197.03, Nassau County, New York",3558,200,3029,195,0,123,0,123,511,144,0,123,18,27,0,123,0,123,0,123
1400000US36059519704,36059519704,"Census Tract 5197.04, Nassau County, New York",3127,108,2876,190,0,123,0,123,239,155,0,123,12,20,0,123,0,123,0,123
1400000US36059519801,36059519801,"Census Tract 5198.01, Nassau County, New York",2362,185,2049,187,21,40,8,14,254,148,0,123,30,39,0,123,0,123,0,123
1400000US36059519802,36059519802,"Census Tract 5198.02, Nassau County, New York",4858,202,4344,220,122,91,0,123,351,124,0,123,10,17,31,37,0,123,31,37
1400000US36059519900,36059519900,"Census Tract 5199, Nassau County, New York",5356,210,4970,212,0,123,0,123,271,87,0,123,51,46,64,58,0,123,64,58
1400000US36059520001,36059520001,"Census Tract 5200.01, Nassau County, New York",6599,335,5975,442,0,123,0,123,406,239,0,123,161,155,57,50,0,123,57,50
1400000US36059520002,36059520002,"Census Tract 5200.02, Nassau County, New York",4672,360,4266,441,0,123,0,123,359,224,0,123,47,54,0,123,0,123,0,123
1400000US36059520100,36059520100,"Census Tract 5201, Nassau County, New York",5577,263,5241,313,8,14,0,123,207,125,0,123,44,68,77,74,0,123,77,74
1400000US36059520200,36059520200,"Census Tract 5202, Nassau County, New York",3153,343,2682,279,0,123,0,123,441,383,0,123,0,123,30,48,0,123,30,48
1400000US36059520300,36059520300,"Census Tract 5203, Nassau County, New York",6093,365,5678,482,61,68,0,123,41,65,0,123,147,138,166,189,0,123,166,189
1400000US36059520401,36059520401,"Census Tract 5204.01, Nassau County, New York",3444,264,3314,266,40,47,2,8,78,57,0,123,10,16,0,123,0,123,0,123
1400000US36059520402,36059520402,"Census Tract 5204.02, Nassau County, New York",4725,271,4225,359,99,62,0,123,216,216,0,123,173,159,12,20,0,123,12,20
1400000US36059520501,36059520501,"Census Tract 5205.01, Nassau County, New York",3598,233,3292,307,25,35,0,123,151,116,0,123,81,114,49,53,23,37,26,36
1400000US36059520502,36059520502,"Census Tract 5205.02, Nassau County, New York",5143,294,5043,307,0,123,0,123,90,117,0,123,10,17,0,123,0,123,0,123
1400000US36059520600,36059520600,"Census Tract 5206, Nassau County, New York",6023,299,5414,269,37,57,0,123,348,193,0,123,123,119,101,109,0,123,101,109
1400000US36059520700,36059520700,"Census Tract 5207, Nassau County, New York",5077,284,5015,285,0,123,0,123,47,49,0,123,15,23,0,123,0,123,0,123
1400000US36059520800,36059520800,"Census Tract 5208, Nassau County, New York",4090,281,3997,276,20,29,0,123,46,52,0,123,8,12,19,28,0,123,19,28
1400000US36059520900,36059520900,"Census Tract 5209, Nassau County, New York",4448,302,4349,325,0,123,0,123,77,85,0,123,22,33,0,123,0,123,0,123
1400000US36059521000,36059521000,"Census Tract 5210, Nassau County, New York",5050,331,4893,348,0,123,8,13,84,99,0,123,45,52,20,26,0,123,20,26
1400000US36059521100,36059521100,"Census Tract 5211, Nassau County, New York",4720,284,4459,346,0,123,0,123,227,176,0,123,0,123,34,53,11,17,23,36
1400000US36059521200,36059521200,"Census Tract 5212, Nassau County, New York",3097,231,2964,247,0,123,0,123,63,78,0,123,36,46,34,62,34,62,0,123
1400000US36059521301,36059521301,"Census Tract 5213.01, Nassau County, New York",2449,162,2268,181,72,83,47,66,0,123,0,123,21,36,41,37,41,37,0,123
1400000US36059521302,36059521302,"Census Tract 5213.02, Nassau County, New York",5844,327,5762,334,0,123,0,123,61,89,0,123,0,123,21,24,0,123,21,24
1400000US36059521400,36059521400,"Census Tract 5214, Nassau County, New York",6649,348,6534,341,0,123,0,123,99,113,0,123,0,123,16,24,0,123,16,24
1400000US36059521500,36059521500,"Census Tract 5215, Nassau County, New York",4423,257,4237,311,0,123,0,123,151,142,0,123,13,21,22,26,0,123,22,26
1400000US36059521601,36059521601,"Census Tract 5216.01, Nassau County, New York",4312,200,4206,247,0,123,12,18,94,135,0,123,0,123,0,123,0,123,0,123
1400000US36059521602,36059521602,"Census Tract 5216.02, Nassau County, New York",3437,148,3375,141,0,123,0,123,0,123,0,123,0,123,62,73,49,61,13,21
1400000US36059521700,36059521700,"Census Tract 5217, Nassau County, New York",4793,245,4611,277,10,17,0,123,116,108,0,123,0,123,56,90,0,123,56,90
1400000US36059521801,36059521801,"Census Tract 5218.01, Nassau County, New York",3453,319,3300,312,70,77,0,123,20,27,0,123,12,19,51,46,23,36,28,29
1400000US36059521802,36059521802,"Census Tract 5218.02, Nassau County, New York",4070,314,3826,351,17,29,25,39,156,220,0,123,33,32,13,20,0,123,13,20
1400000US36059521902,36059521902,"Census Tract 5219.02, Nassau County, New York",4368,239,4277,246,0,123,0,123,77,108,0,123,14,21,0,123,0,123,0,123
1400000US36059522000,36059522000,"Census Tract 5220, Nassau County, New York",5942,574,3414,558,2000,416,0,123,158,101,0,123,187,244,183,141,17,27,166,142
1400000US36059522700,36059522700,"Census Tract 5227, Nassau County, New York",4908,264,4671,283,28,45,0,123,105,103,0,123,56,60,48,49,9,15,39,48
1400000US36059980100,36059980100,"Census Tract 9801, Nassau County, New York",1064,513,616,282,199,141,0,123,46,45,0,123,93,58,110,157,0,123,110,157
1400000US36059981100,36059981100,"Census Tract 9811, Nassau County, New York",1377,393,863,243,336,124,0,123,113,73,0,123,41,33,24,28,1,1,23,28
1400000US36059982100,36059982100,"Census Tract 9821, Nassau County, New York",770,404,206,149,219,125,0,123,258,185,0,123,75,81,12,20,0,123,12,20
1400000US36059990100,36059990100,"Census Tract 9901, Nassau County, New York",0,123,0,123,0,123,0,123,0,123,0,123,0,123,0,123,0,123,0,123
1400000US36059990200,36059990200,"Census Tract 9902, Nassau County, New York",0,123,0,123,0,123,0,123,0,123,0,123,0,123,0,123,0,123,0,123
1400000US36059990301,36059990301,"Census Tract 9903.01, Nassau County, New York",0,123,0,123,0,123,0,123,0,123,0,123,0,123,0,123,0,123,0,123
1400000US36059990302,36059990302,"Census Tract 9903.02, Nassau County, New York",0,123,0,123,0,123,0,123,0,123,0,123,0,123,0,123,0,123,0,123
1400000US36059990400,36059990400,"Census Tract 9904, Nassau County, New York",0,123,0,123,0,123,0,123,0,123,0,123,0,123,0,123,0,123,0,123
1400000US36061000100,36061000100,"Census Tract 1, New York County, New York",0,123,0,123,0,123,0,123,0,123,0,123,0,123,0,123,0,123,0,123
1400000US36061000201,36061000201,"Census Tract 2.01, New York County, New York",3013,469,579,212,390,395,31,45,1403,340,0,123,428,155,182,139,71,77,111,112
1400000US36061000202,36061000202,"Census Tract 2.02, New York County, New York",8792,786,3890,715,1364,463,23,26,1535,332,0,123,1658,610,322,244,170,244,152,120
1400000US36061000500,36061000500,"Census Tract 5, New York County, New York",0,123,0,123,0,123,0,123,0,123,0,123,0,123,0,123,0,123,0,123
1400000US36061000600,36061000600,"Census Tract 6, New York County, New York",10324,877,1138,346,665,312,96,103,7428,925,15,23,719,321,263,217,8,14,255,217
1400000US36061000700,36061000700,"Census Tract 7, New York County, New York",5085,517,3359,432,144,100,0,123,1289,325,0,123,31,36,262,144,0,123,262,144
1400000US36061000800,36061000800,"Census Tract 8, New York County, New York",12129,798,1241,292,91,76,0,123,10580,857,0,123,119,105,98,75,11,18,87,73
1400000US36061000900,36061000900,"Census Tract 9, New York County, New York",479,145,268,140,35,62,0,123,164,130,0,123,0,123,12,18,0,123,12,18
1400000US36061001001,36061001001,"Census Tract 10.01, New York County, New York",1983,624,1773,630,33,53,0,123,36,40,0,123,141,175,0,123,0,123,0,123
1400000US36061001002,36061001002,"Census Tract 10.02, New York County, New York",6532,791,1631,468,1273,319,21,29,874,248,0,123,2494,785,239,200,185,185,54,62
1400000US36061001200,36061001200,"Census Tract 12, New York County, New York",3826,483,2603,550,177,190,0,123,464,151,0,123,557,293,25,40,25,40,0,123
1400000US36061001300,36061001300,"Census Tract 13, New York County, New York",3409,402,2183,291,120,77,0,123,719,194,0,123,262,220,125,90,35,47,90,78
1400000US36061001401,36061001401,"Census Tract 14.01, New York County, New York",3603,435,2506,333,249,158,0,123,494,230,0,123,188,136,166,129,19,30,147,125
1400000US36061001402,36061001402,"Census Tract 14.02, New York County, New York",3127,494,1582,479,166,97,0,123,811,307,0,123,447,259,121,81,56,63,65,53
1400000US36061001501,36061001501,"Census Tract 15.01, New York County, New York",5263,542,3032,477,358,133,10,17,1494,300,0,123,223,154,146,97,0,123,146,97
1400000US36061001502,36061001502,"Census Tract 15.02, New York County, New York",6647,731,4784,664,404,202,35,58,1152,287,0,123,32,36,240,198,34,56,206,188
1400000US36061001600,36061001600,"Census Tract 16, New York County, New York",7885,885,786,250,125,206,107,153,6544,908,0,123,178,200,145,125,0,123,145,125
1400000US36061001800,36061001800,"Census Tract 18, New York County, New York",8078,834,2033,398,310,165,37,56,4632,806,0,123,865,470,201,166,91,143,110,89
1400000US36061002000,36061002000,"Census Tract 20, New York County, New York",5129,525,900,296,541,168,0,123,957,297,0,123,2556,437,175,128,90,91,85,86
1400000US36061002100,36061002100,"Census Tract 21, New York County, New York",4087,431,3207,389,103,125,0,123,675,217,0,123,39,59,63,51,0,123,63,51
1400000US36061002201,36061002201,"Census Tract 22.01, New York County, New York",6843,531,1744,498,1248,281,0,123,2029,377,0,123,1515,427,307,223,78,58,229,210
1400000US36061002202,36061002202,"Census Tract 22.02, New York County, New York",1875,273,1177,220,138,118,0,123,381,293,0,123,155,128,24,28,0,123,24,28
1400000US36061002400,36061002400,"Census Tract 24, New York County, New York",4499,456,1254,358,939,349,36,55,809,286,0,123,1294,416,167,93,130,82,37,46
1400000US36061002500,36061002500,"Census Tract 25, New York County, New York",5406,468,701,316,636,292,17,28,2621,582,0,123,1237,506,194,202,7,11,187,200
1400000US36061002601,36061002601,"Census Tract 26.01, New York County, New York",3996,409,1626,300,818,227,12,23,774,180,0,123,687,239,79,66,33,33,46,62
1400000US36061002602,36061002602,"Census Tract 26.02, New York County, New York",4483,437,2830,312,302,193,0,123,877,258,0,123,258,139,216,161,61,80,155,142
1400000US36061002700,36061002700,"Census Tract 27, New York County, New York",1343,289,262,86,0,123,0,123,1031,254,0,123,35,42,15,27,0,123,15,27
1400000US36061002800,36061002800,"Census Tract 28, New York County, New York",7030,574,3807,644,741,249,101,100,802,215,0,123,1357,634,222,114,21,38,201,108
1400000US36061002900,36061002900,"Census Tract 29, New York County, New York",6939,603,612,148,711,145,59,52,5192,632,0,123,301,92,64,37,23,20,41,30
1400000US36061003001,36061003001,"Census Tract 30.01, New York County, New York",4384,498,2602,429,50,58,0,123,1187,387,13,22,509,196,23,34,0,123,23,34
1400000US36061003002,36061003002,"Census Tract 30.02, New York County, New York",3087,505,2198,522,147,128,0,123,297,115,0,123,407,240,38,38,0,123,38,38
1400000US36061003100,36061003100,"Census Tract 31, New York County, New York",2671,431,1870,335,47,55,0,123,678,145,0,123,17,27,59,57,0,123,59,57
1400000US36061003200,36061003200,"Census Tract 32, New York County, New York",8463,582,6187,429,320,192,0,123,1414,395,0,123,409,197,133,92,17,28,116,88
1400000US36061003300,36061003300,"Census Tract 33, New York County, New York",4848,404,4105,434,80,78,0,123,456,145,0,123,61,94,146,82,30,33,116,72
1400000US36061003400,36061003400,"Census Tract 34, New York County, New York",6534,498,4842,517,286,295,44,68,844,348,0,123,224,230,294,194,0,123,294,194
1400000US36061003601,36061003601,"Census Tract 36.01, New York County, New York",3617,455,1292,227,315,195,0,123,1067,236,0,123,889,244,54,46,22,27,32,37
1400000US36061003602,36061003602,"Census Tract 36.02, New York County, New York",2343,320,1377,220,489,186,81,127,134,83,0,123,150,79,112,71,34,35,78,61
1400000US36061003700,36061003700,"Census Tract 37, New York County, New York",2326,332,1894,307,38,27,0,123,193,99,0,123,72,57,129,81,42,32,87,67
1400000US36061003800,36061003800,"Census Tract 38, New York County, New York",8358,710,6122,687,254,190,0,123,1437,320,0,123,336,194,209,94,69,50,140,82
1400000US36061003900,36061003900,"Census Tract 39, New York County, New York",4752,582,3671,528,247,137,0,123,488,182,0,123,129,139,217,177,38,63,179,170
1400000US36061004000,36061004000,"Census Tract 40, New York County, New York",8458,560,6345,502,201,145,38,62,1274,290,0,123,439,221,161,93,16,20,145,89
1400000US36061004100,36061004100,"Census Tract 41, New York County, New York",8403,770,2468,511,108,80,0,123,5491,742,0,123,167,151,169,86,32,48,137,71
1400000US36061004200,36061004200,"Census Tract 42, New York County, New York",3531,385,2475,302,175,89,52,61,541,137,0,123,38,33,250,151,18,30,232,153
1400000US36061004300,36061004300,"Census Tract 43, New York County, New York",4591,428,2894,418,27,43,0,123,1174,233,0,123,324,247,172,138,56,75,116,115
1400000US36061004400,36061004400,"Census Tract 44, New York County, New York",17228,949,13150,796,683,256,19,29,2213,573,0,123,689,331,474,187,74,73,400,176
1400000US36061004500,36061004500,"Census Tract 45, New York County, New York",1260,434,770,280,0,123,0,123,355,253,0,123,124,168,11,19,0,123,11,19
1400000US36061004700,36061004700,"Census Tract 47, New York County, New York",2439,326,2256,321,30,43,0,123,70,45,0,123,0,123,83,53,14,23,69,45
1400000US36061004800,36061004800,"Census Tract 48, New York County, New York",6683,615,4924,542,251,171,17,29,1084,251,10,17,287,150,110,88,0,123,110,88
1400000US36061004900,36061004900,"Census Tract 49, New York County, New York",4541,584,3917,523,158,117,0,123,376,149,0,123,31,54,59,50,11,18,48,51
1400000US36061005000,36061005000,"Census Tract 50, New York County, New York",5798,593,5002,541,34,29,0,123,651,270,0,123,53,56,58,75,17,27,41,61
1400000US36061005200,36061005200,"Census Tract 52, New York County, New York",4256,1023,3601,964,24,27,0,123,378,186,0,123,25,28,228,147,21,29,207,140
1400000US36061005400,36061005400,"Census Tract 54, New York County, New York",4195,490,3421,316,114,65,0,123,344,220,0,123,113,77,203,146,0,123,203,146
1400000US36061005501,36061005501,"Census Tract 55.01, New York County, New York",3996,634,3266,627,120,108,0,123,397,143,29,46,149,219,35,41,0,123,35,41
1400000US36061005502,36061005502,"Census Tract 55.02, New York County, New York",1902,242,1491,225,67,83,0,123,310,165,0,123,18,21,16,27,0,123,16,27
1400000US36061005600,36061005600,"Census Tract 56, New York County, New York",2666,353,1871,255,178,99,0,123,288,97,0,123,209,172,120,108,60,69,60,89
1400000US36061005700,36061005700,"Census Tract 57, New York County, New York",2577,248,2401,261,0,123,10,16,141,89,0,123,17,19,8,15,0,123,8,15
1400000US36061005800,36061005800,"Census Tract 58, New York County, New York",3270,373,2299,298,84,65,0,123,803,326,0,123,17,30,67,54,0,123,67,54
1400000US36061005900,36061005900,"Census Tract 59, New York County, New York",5269,578,4409,445,100,82,0,123,517,180,0,123,175,152,68,56,0,123,68,56
1400000US36061006000,36061006000,"Census Tract 60, New York County, New York",4673,439,3581,361,243,282,0,123,513,226,0,123,249,256,87,60,12,20,75,56
1400000US36061006100,36061006100,"Census Tract 61, New York County, New York",4855,567,4026,464,91,47,0,123,410,137,0,123,136,89,192,164,0,123,192,164
1400000US36061006200,36061006200,"Census Tract 62, New York County, New York",4843,522,2728,343,553,234,50,82,1046,256,0,123,248,125,218,118,70,91,148,80
1400000US36061006300,36061006300,"Census Tract 63, New York County, New York",6507,661,5803,630,57,74,12,20,328,137,0,123,15,25,292,201,35,56,257,194
1400000US36061006400,36061006400,"Census Tract 64, New York County, New York",7709,525,6290,467,92,58,0,123,766,192,0,123,209,150,352,235,76,95,276,221
1400000US36061006500,36061006500,"Census Tract 65, New York County, New York",7674,2293,6646,2356,167,111,0,123,512,234,0,123,119,75,230,149,64,75,166,123
1400000US36061006600,36061006600,"Census Tract 66, New York County, New York",12871,805,8592,916,743,290,0,123,1782,688,0,123,1165,608,589,302,93,67,496,290
1400000US36061006700,36061006700,"Census Tract 67, New York County, New York",5872,431,4901,318,64,65,0,123,454,193,0,123,361,344,92,85,0,123,92,85
1400000US36061006800,36061006800,"Census Tract 68, New York County, New York",5597,429,4421,522,275,167,0,123,552,156,0,123,235,196,114,93,44,71,70,56
1400000US36061006900,36061006900,"Census Tract 69, New York County, New York",2723,352,2238,347,43,45,0,123,373,245,0,123,26,31,43,43,22,36,21,24
1400000US36061007000,36061007000,"Census Tract 70, New York County, New York",9024,662,7377,630,226,120,19,31,1085,259,0,123,270,174,47,43,0,123,47,43
1400000US36061007100,36061007100,"Census Tract 71, New York County, New York",5241,520,4542,428,14,22,38,59,338,115,0,123,237,324,72,63,0,123,72,63
1400000US36061007200,36061007200,"Census Tract 72, New York County, New York",8370,658,6858,625,136,119,0,123,1247,336,0,123,42,67,87,67,45,56,42,38
1400000US36061007300,36061007300,"Census Tract 73, New York County, New York",6321,498,5550,512,249,147,9,14,385,201,0,123,46,52,82,75,0,123,82,75
1400000US36061007400,36061007400,"Census Tract 74, New York County, New York",4284,696,3375,659,53,54,0,123,694,174,0,123,30,47,132,135,17,27,115,132
1400000US36061007500,36061007500,"Census Tract 75, New York County, New York",4189,528,3899,509,119,83,0,123,141,105,0,123,0,123,30,35,0,123,30,35
1400000US36061007600,36061007600,"Census Tract 76, New York County, New York",2329,247,1197,178,105,72,66,73,882,198,0,123,26,31,53,45,22,26,31,38
1400000US36061007700,36061007700,"Census Tract 77, New York County, New York",5574,371,4736,371,113,73,0,123,459,139,0,123,131,126,135,93,18,30,117,89
1400000US36061007800,36061007800,"Census Tract 78, New York County, New York",7456,661,5781,624,106,85,0,123,1207,361,0,123,165,136,197,109,33,39,164,104
1400000US36061007900,36061007900,"Census Tract 79, New York County, New York",4605,727,4103,696,103,108,0,123,291,199,0,123,19,30,89,68,0,123,89,68
1400000US36061008000,36061008000,"Census Tract 80, New York County, New York",5138,449,4454,356,78,78,0,123,471,188,0,123,59,50,76,51,38,43,38,42
1400000US36061008100,36061008100,"Census Tract 81, New York County, New York",7644,617,6076,540,205,155,84,126,768,268,0,123,255,179,256,208,54,61,202,200
1400000US36061008200,36061008200,"Census Tract 82, New York County, New York",3478,503,2777,484,260,307,0,123,374,169,0,123,67,106,0,123,0,123,0,123
1400000US36061008300,36061008300,"Census Tract 83, New York County, New York",3732,409,2031,397,671,271,66,95,590,252,0,123,215,160,159,127,0,123,159,127
1400000US36061008400,36061008400,"Census Tract 84, New York County, New York",1362,211,720,171,49,50,0,123,575,162,0,123,18,29,0,123,0,123,0,123
1400000US36061008601,36061008601,"Census Tract 86.01, New York County, New York",2317,338,1674,326,31,34,89,122,495,194,0,123,0,123,28,46,0,123,28,46
1400000US36061008602,36061008602,"Census Tract 86.02, New York County, New York",0,123,0,123,0,123,0,123,0,123,0,123,0,123,0,123,0,123,0,123
1400000US36061008603,36061008603,"Census Tract 86.03, New York County, New York",4392,637,4096,655,51,42,0,123,151,103,0,123,51,49,43,39,15,26,28,30
1400000US36061008700,36061008700,"Census Tract 87, New York County, New York",6342,453,5082,523,130,107,6,13,813,270,0,123,176,139,135,88,51,47,84,77
1400000US36061008800,36061008800,"Census Tract 88, New York County, New York",6645,611,5289,517,41,40,0,123,1088,295,0,123,77,68,150,86,13,20,137,83
1400000US36061008900,36061008900,"Census Tract 89, New York County, New York",5382,432,4342,481,347,250,0,123,440,132,0,123,71,74,182,142,11,19,171,141
1400000US36061009000,36061009000,"Census Tract 90, New York County, New York",7837,536,5890,506,240,137,0,123,1453,314,0,123,130,88,124,86,0,123,124,86
1400000US36061009100,36061009100,"Census Tract 91, New York County, New York",6250,905,4814,724,370,195,0,123,730,163,0,123,189,124,147,103,25,27,122,95
1400000US36061009200,36061009200,"Census Tract 92, New York County, New York",1596,237,1104,187,76,47,0,123,377,122,0,123,39,39,0,123,0,123,0,123
1400000US36061009300,36061009300,"Census Tract 93, New York County, New York",9442,617,7173,633,708,248,0,123,802,307,0,123,563,305,196,169,0,123,196,169
1400000US36061009400,36061009400,"Census Tract 94, New York County, New York",26,25,16,27,0,123,10,16,0,123,0,123,0,123,0,123,0,123,0,123
1400000US36061009500,36061009500,"Census Tract 95, New York County, New York",3426,529,2650,399,74,82,2,3,483,199,0,123,52,50,165,124,31,28,134,119
1400000US36061009600,36061009600,"Census Tract 96, New York County, New York",88,52,78,54,0,123,0,123,0,123,0,123,10,15,0,123,0,123,0,123
1400000US36061009700,36061009700,"Census Tract 97, New York County, New York",4882,458,2960,396,908,200,115,137,483,160,0,123,253,115,163,126,0,123,163,126
1400000US36061009800,36061009800,"Census Tract 98, New York County, New York",7045,580,5778,584,97,98,0,123,1041,236,0,123,41,48,88,64,14,23,74,61
1400000US36061009900,36061009900,"Census Tract 99, New York County, New York",1686,332,1180,211,224,138,0,123,151,97,0,123,86,69,45,39,15,24,30,31
1400000US36061010000,36061010000,"Census Tract 100, New York County, New York",1733,194,1182,149,58,48,0,123,410,204,0,123,44,63,39,44,0,123,39,44
1400000US36061010100,36061010100,"Census Tract 101, New York County, New York",589,260,472,252,34,31,13,20,62,50,0,123,0,123,8,13,0,123,8,13
1400000US36061010200,36061010200,"Census Tract 102, New York County, New York",189,91,189,91,0,123,0,123,0,123,0,123,0,123,0,123,0,123,0,123
1400000US36061010300,36061010300,"Census Tract 103, New York County, New York",2002,261,1381,254,81,66,16,24,492,177,0,123,32,36,0,123,0,123,0,123
1400000US36061010400,36061010400,"Census Tract 104, New York County, New York",981,150,908,157,6,11,0,123,0,123,0,123,33,31,34,33,30,33,4,10
1400000US36061010601,36061010601,"Census Tract 106.01, New York County, New York",7055,543,6507,511,42,49,0,123,367,158,0,123,28,33,111,101,26,41,85,70
1400000US36061010602,36061010602,"Census Tract 106.02, New York County, New York",4984,557,4046,541,59,43,0,123,594,244,0,123,153,143,132,107,0,123,132,107
1400000US36061010800,36061010800,"Census Tract 108, New York County, New York",8229,646,7033,593,162,144,0,123,847,224,0,123,78,84,109,68,15,24,94,65
1400000US36061010900,36061010900,"Census Tract 109, New York County, New York",81,46,71,44,0,123,0,123,10,15,0,123,0,123,0,123,0,123,0,123
1400000US36061011000,36061011000,"Census Tract 110, New York County, New York",6827,681,6034,667,58,51,0,123,540,178,0,123,27,30,168,154,0,123,168,154
1400000US36061011100,36061011100,"Census Tract 111, New York County, New York",2859,684,1873,481,334,237,57,68,468,122,0,123,79,64,48,51,0,123,48,51
1400000US36061011201,36061011201,"Census Tract 112.01, New York County, New York",810,176,638,144,42,54,0,123,130,129,0,123,0,123,0,123,0,123,0,123
1400000US36061011202,36061011202,"Census Tract 112.02, New York County, New York",258,129,218,117,0,123,0,123,40,47,0,123,0,123,0,123,0,123,0,123
1400000US36061011203,36061011203,"Census Tract 112.03, New York County, New York",1199,296,945,232,0,123,0,123,208,162,0,123,11,17,35,32,14,21,21,24
1400000US36061011300,36061011300,"Census Tract 113, New York County, New York",195,203,89,111,36,46,0,123,60,84,0,123,0,123,10,15,0,123,10,15
1400000US36061011401,36061011401,"Census Tract 114.01, New York County, New York",1246,269,1116,260,36,29,10,16,65,87,0,123,0,123,19,22,11,18,8,13
1400000US36061011402,36061011402,"Census Tract 114.02, New York County, New York",2255,263,2051,268,22,37,0,123,137,98,0,123,18,28,27,30,0,123,27,30
1400000US36061011500,36061011500,"Census Tract 115, New York County, New York",2686,1417,1399,739,696,720,0,123,356,165,0,123,109,98,126,85,67,72,59,45
1400000US36061011600,36061011600,"Census Tract 116, New York County, New York",3557,417,2737,335,161,109,0,123,516,209,0,123,0,123,143,125,16,25,127,122
1400000US36061011700,36061011700,"Census Tract 117, New York County, New York",1521,270,879,208,131,97,0,123,285,177,0,123,78,91,148,114,34,54,114,111
1400000US36061011800,36061011800,"Census Tract 118, New York County, New York",8890,716,8090,701,13,21,0,123,697,263,0,123,59,56,31,36,0,123,31,36
1400000US36061011900,36061011900,"Census Tract 119, New York County, New York",1053,120,605,144,341,123,0,123,57,55,0,123,28,45,22,27,0,123,22,27
1400000US36061012000,36061012000,"Census Tract 120, New York County, New York",4113,459,3867,466,33,53,26,31,187,213,0,123,0,123,0,123,0,123,0,123
1400000US36061012100,36061012100,"Census Tract 121, New York County, New York",9488,562,6643,547,807,225,44,72,1186,293,0,123,592,371,216,135,16,25,200,134
